date,maxtemp,mintemp,sunhour,totalsnow
2017-09-23,22,11,12.0,0
2017-09-24,20,13,10.8,0
2017-09-25,20,12,11.0,0
2017-09-26,20,11,12.0,0
2017-09-27,21,11,12.0,0
2017-09-28,22,13,11.9,0
2017-09-29,20,14,11.5,0
2017-11-01,16,6,10.5,0
2017-11-02,15,5,10.1,0
2017-11-03,17,5,10.0,0
2017-11-04,15,8,7.8,0
2017-11-05,12,9,7.5,0
2017-11-06,10,7,8.0,0
2017-11-07,11,6,6.8,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-02,15,5,10.1,0
2017-11-03,17,5,10.0,0
2017-11-04,15,8,7.8,0
2017-11-05,12,9,7.5,0
2017-11-06,10,7,8.0,0
2017-11-07,11,6,6.8,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-03,17,5,10.0,0
2017-11-04,15,8,7.8,0
2017-11-05,12,9,7.5,0
2017-11-06,10,7,8.0,0
2017-11-07,11,6,6.8,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-04,15,8,7.8,0
2017-11-05,12,9,7.5,0
2017-11-06,10,7,8.0,0
2017-11-07,11,6,6.8,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-05,12,9,7.5,0
2017-11-06,10,7,8.0,0
2017-11-07,11,6,6.8,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-06,10,7,8.0,0
2017-11-07,11,6,6.8,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-07,11,6,6.8,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-08,12,7,7.5,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-09,12,8,6.8,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-10,12,4,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-11,12,4,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-12,12,5,7.8,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-13,8,4,7.5,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-14,12,2,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-15,12,1,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-16,13,3,9.0,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-17,13,2,9.0,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-18,13,2,9.0,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-19,12,2,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-20,11,2,9.0,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-21,13,2,9.0,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-22,13,4,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-11-23,12,4,9.0,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-11-24,12,4,8.3,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-11-25,9,7,6.8,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-11-26,11,2,7.8,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-11-27,8,0,9.0,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-11-28,6,0,7.5,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-11-29,6,3,7.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-11-30,8,1,9.0,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-01,6,-1,8.5,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-02,6,1,6.8,0
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-03,7,-2,9.0,0
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-04,7,-2,8.9,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-05,8,1,8.9,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-06,10,1,8.9,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-07,10,1,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-08,7,2,7.3,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-09,6,-1,8.9,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-10,3,-1,7.3,3.9
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-11,4,1,6.8,4
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-12,9,3,8.5,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-13,7,0,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-14,8,1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-15,8,2,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-16,7,-1,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-17,7,-1,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-18,5,-4,8.3,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-19,6,-2,8.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-20,6,-2,8.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-21,6,-2,8.8,0
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-22,7,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-23,9,-1,8.8,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2017-12-24,12,0,8.8,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2017-12-25,10,2,8.8,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2017-12-26,8,3,6.8,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2017-12-27,7,5,6.8,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2017-12-28,7,0,7.8,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2017-12-29,6,-1,8.8,1.9
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2017-12-30,6,-1,8.8,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2017-12-31,7,0,8.5,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-01,6,2,8.3,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-02,9,1,8.9,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-03,6,1,8.3,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-04,9,1,7.5,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-05,8,1,8.3,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-06,8,5,7.5,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-07,8,3,7.3,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-08,11,4,7.0,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-09,11,6,7.8,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-10,9,3,9.0,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-11,9,2,9.0,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-12,9,1,9.0,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-13,9,-1,9.0,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-14,6,0,8.3,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-15,6,1,9.5,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-16,7,2,9.5,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-17,7,-1,9.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-18,9,-2,9.5,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-19,10,1,9.5,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-20,7,-1,8.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-21,10,1,9.6,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-22,8,1,9.6,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-30,10,2,7.5,0
2018-01-23,10,1,9.6,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-01-24,10,0,9.7,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-01-25,7,1,7.5,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-01-26,9,3,9.0,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-01-27,11,4,9.3,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-01-28,11,1,9.8,0
2018-01-29,12,2,9.8,0
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-01-29,12,2,9.8,0
