BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
2313,20,2018,6,12,1,0,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,109.65,0,Not_Canceled
2314,104,2018,8,21,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.7,0,Not_Canceled
2315,88,2018,10,7,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,90,1,Not_Canceled
2316,181,2018,10,11,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120,0,Canceled
2317,219,2017,9,4,0,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,108,0,Canceled
2318,191,2018,6,3,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,132,0,Canceled
2319,93,2018,7,12,2,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,71.4,1,Not_Canceled
2320,49,2018,10,3,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,108,1,Not_Canceled
2321,24,2017,12,27,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58,0,Not_Canceled
2322,105,2018,6,27,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,0,Canceled
2323,33,2018,9,25,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,99,2,Not_Canceled
2324,57,2017,12,26,4,6,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,113.85,0,Not_Canceled
2325,19,2017,12,5,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,69,2,Not_Canceled
2326,0,2018,8,27,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,129.83,1,Not_Canceled
2327,245,2018,6,17,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,Canceled
2328,4,2018,10,25,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,104,0,Not_Canceled
2329,20,2018,2,13,2,1,Meal Plan 2,0,Room_Type 4,3,0,Online,0,0,0,187,2,Not_Canceled
2330,6,2018,12,30,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,138,0,Not_Canceled
2331,282,2017,10,10,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,76.67,0,Not_Canceled
2332,118,2018,6,6,1,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110,0,Not_Canceled
2333,23,2018,10,21,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,140,0,Canceled
2334,34,2017,10,11,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,103.05,2,Not_Canceled
2335,40,2017,12,26,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,64.15,0,Not_Canceled
2336,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,130,0,Canceled
2337,245,2018,6,17,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,Canceled
2338,48,2018,3,7,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,72.9,0,Canceled
2339,0,2018,11,30,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,63.2,0,Not_Canceled
2340,0,2018,5,23,1,0,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,115,1,Not_Canceled
2341,74,2017,9,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Not_Canceled
2342,6,2017,12,10,0,2,Meal Plan 2,0,Room_Type 1,1,0,Online,0,0,0,0,0,Not_Canceled
2343,180,2017,10,16,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70,0,Canceled
2344,34,2017,10,8,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,86.4,2,Not_Canceled
2345,29,2018,4,14,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,96.53,0,Canceled
2346,111,2018,12,25,2,2,Meal Plan 2,0,Room_Type 6,2,2,Online,0,0,0,196.35,1,Canceled
2347,5,2017,8,31,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.25,1,Not_Canceled
2348,70,2018,7,12,2,6,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,93.6,0,Canceled
2349,90,2017,11,20,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,72.25,1,Canceled
2350,17,2018,12,30,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,138,2,Not_Canceled
2351,39,2017,10,23,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,74.88,1,Not_Canceled
2352,15,2017,9,11,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,107.75,1,Not_Canceled
2353,13,2018,11,12,2,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,59.33,1,Not_Canceled
2354,196,2018,8,6,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,85.5,0,Canceled
2355,74,2017,9,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Not_Canceled
2356,142,2018,8,3,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,94.5,2,Not_Canceled
2357,62,2018,3,3,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,71.6,0,Not_Canceled
2358,47,2018,9,4,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,117.45,1,Not_Canceled
2359,29,2018,1,31,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,79.75,1,Not_Canceled
2360,60,2018,3,20,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Canceled
2361,1,2017,8,8,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,2,Not_Canceled
2362,233,2018,10,14,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90,0,Canceled
2363,76,2018,6,13,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,116.28,0,Not_Canceled
2364,229,2018,12,9,1,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,110.7,0,Not_Canceled
2365,1,2018,2,9,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,81,1,Canceled
2366,55,2018,4,6,0,1,Meal Plan 2,0,Room_Type 4,1,0,Offline,0,0,0,92,0,Not_Canceled
2367,74,2017,9,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Not_Canceled
2368,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Not_Canceled
2369,210,2018,8,2,2,6,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,96.9,2,Not_Canceled
2370,24,2018,12,20,0,1,Meal Plan 2,0,Room_Type 1,2,1,Offline,0,0,0,132,0,Not_Canceled
2371,4,2018,4,9,0,1,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,211,2,Not_Canceled
2372,36,2018,2,13,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.5,1,Not_Canceled
2373,71,2018,4,1,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,87.3,0,Canceled
2374,0,2017,8,13,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,146,1,Not_Canceled
2375,52,2018,7,27,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,0,Canceled
2376,22,2018,2,13,2,4,Meal Plan 1,0,Room_Type 1,1,1,Online,0,0,0,91,0,Not_Canceled
2377,34,2018,4,11,1,3,Meal Plan 1,0,Room_Type 5,2,0,Offline,0,0,0,113.04,0,Not_Canceled
2378,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,130,0,Canceled
2379,47,2018,5,21,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,116.1,0,Canceled
2380,184,2018,10,12,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,98.1,0,Canceled
2381,0,2017,11,27,0,2,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,51.3,0,Not_Canceled
2382,27,2018,6,9,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,Not_Canceled
2383,159,2018,9,19,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,144,0,Canceled
2384,8,2018,10,20,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,89,0,Not_Canceled
2385,315,2018,9,30,1,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,160,0,Canceled
2386,161,2018,3,25,1,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,130,0,Canceled
2387,6,2017,10,10,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,1,1,0,65,0,Not_Canceled
2388,88,2017,8,14,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,0,Not_Canceled
2389,197,2018,8,11,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,86.9,1,Canceled
2390,8,2018,4,29,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95,1,Not_Canceled
2391,71,2018,11,8,1,5,Meal Plan 1,0,Room_Type 6,2,1,Online,0,0,0,155.49,1,Not_Canceled
2392,115,2018,2,27,2,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,60,0,Canceled
2393,28,2018,8,30,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,104.5,2,Not_Canceled
2394,170,2018,8,18,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,108.3,1,Canceled
2395,161,2018,3,25,1,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,130,0,Canceled
2396,35,2018,3,26,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,153.3,2,Not_Canceled
2397,141,2018,9,23,0,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,163.8,1,Not_Canceled
2398,225,2018,8,12,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,Canceled
2399,303,2018,8,19,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,78,1,Not_Canceled
2400,54,2018,6,20,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.9,0,Canceled
2401,12,2018,9,11,1,0,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,85,1,Not_Canceled
2402,0,2018,2,13,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,106,0,Canceled
2403,135,2018,11,16,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,85,2,Not_Canceled
2404,32,2018,11,12,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,92.08,0,Not_Canceled
2405,73,2017,11,24,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85.67,0,Not_Canceled
2406,49,2017,11,9,1,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60,0,Not_Canceled
2407,12,2018,6,27,1,0,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,129,0,Canceled
2408,83,2018,8,1,1,3,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,154.7,1,Not_Canceled
2409,4,2018,2,13,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72.8,0,Not_Canceled
2410,27,2018,3,10,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,90,0,Not_Canceled
2411,49,2018,5,7,1,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,159.3,2,Not_Canceled
2412,146,2018,6,27,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,85.5,1,Canceled
2413,186,2018,8,26,2,2,Meal Plan 1,0,Room_Type 2,2,1,Online,0,0,0,167.66,0,Canceled
2414,116,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,61,0,Canceled
2415,219,2017,9,4,0,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,108,0,Canceled
2416,78,2018,3,7,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65.58,0,Not_Canceled
2417,169,2018,5,25,0,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,123.25,0,Canceled
2418,100,2017,10,16,0,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,108,0,Canceled
2419,49,2018,7,23,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,1,Not_Canceled
2420,42,2018,4,2,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,117.9,0,Not_Canceled
2421,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,60,0,Canceled
2422,30,2018,12,8,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88,2,Not_Canceled
2423,28,2018,10,19,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,87.01,1,Not_Canceled
2424,66,2018,9,8,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,149.4,1,Canceled
2425,304,2018,11,3,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,89,0,Canceled
2426,8,2018,2,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,81,0,Not_Canceled
2427,346,2018,9,13,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,Canceled
2428,5,2018,9,12,1,1,Meal Plan 1,0,Room_Type 4,1,0,Aviation,0,0,0,110,0,Canceled
2429,75,2018,6,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,1,Not_Canceled
2430,19,2017,10,6,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,1,1,0,90,0,Not_Canceled
2431,136,2018,7,6,0,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,130.5,0,Not_Canceled
2432,0,2018,3,17,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,97,1,Not_Canceled
2433,0,2017,9,25,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,180,0,Not_Canceled
2434,32,2018,3,22,0,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,115.2,2,Not_Canceled
2435,116,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,1,0,Not_Canceled
2436,122,2018,5,3,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.45,0,Not_Canceled
2437,59,2018,4,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,85.5,0,Canceled
2438,289,2017,10,17,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,0,0,Canceled
2439,60,2018,4,9,2,3,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,41.76,1,Not_Canceled
2440,28,2018,4,16,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,114,1,Not_Canceled
2441,86,2017,9,9,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,100,0,Not_Canceled
2442,13,2018,11,13,2,4,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,147.9,0,Canceled
2443,44,2018,6,18,1,1,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,96.3,0,Not_Canceled
2444,0,2017,9,22,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,117.04,1,Not_Canceled
2445,8,2018,2,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,81,0,Canceled
2446,273,2018,5,13,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95,0,Canceled
2447,5,2017,9,19,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,133,1,Not_Canceled
2448,2,2018,12,18,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96,1,Not_Canceled
2449,90,2017,8,23,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,0,Not_Canceled
2450,21,2017,12,17,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,Not_Canceled
2451,93,2018,6,20,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,1,Not_Canceled
2452,247,2018,6,6,1,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Canceled
2453,80,2018,4,10,2,1,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,100,0,Canceled
2454,17,2017,8,29,2,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,87.5,1,Canceled
2455,275,2018,6,4,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,62.8,0,Canceled
2456,203,2018,10,6,2,3,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,135.15,3,Not_Canceled
2457,36,2018,8,19,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,1,Not_Canceled
2458,32,2017,11,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,73,1,Not_Canceled
2459,174,2017,10,10,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70,0,Canceled
2460,3,2018,12,19,1,0,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,5,65,1,Not_Canceled
2461,11,2018,5,24,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,160,0,Not_Canceled
2462,45,2018,3,19,2,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,124.1,2,Not_Canceled
2463,97,2018,9,9,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,0,Canceled
2464,9,2018,8,12,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,154.33,0,Not_Canceled
2465,26,2018,11,11,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,170,3,Not_Canceled
2466,110,2018,7,8,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,114.3,1,Not_Canceled
2467,193,2018,6,20,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,120,0,Canceled
2468,295,2018,12,29,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.5,1,Canceled
2469,148,2017,12,30,1,4,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,67,0,Not_Canceled
2470,2,2018,6,29,0,2,Not Selected,0,Room_Type 4,2,0,Online,0,0,0,104.79,0,Not_Canceled
2471,28,2018,6,14,0,3,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,108.42,1,Not_Canceled
2472,123,2017,8,12,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,1,Not_Canceled
2473,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,130,0,Canceled
2474,88,2018,6,15,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,134.1,1,Not_Canceled
2475,6,2018,9,17,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,149,1,Not_Canceled
2476,6,2018,2,26,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79,0,Canceled
2477,27,2017,10,5,1,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,106.02,2,Not_Canceled
2478,151,2018,9,23,2,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,162,2,Canceled
2479,14,2018,2,12,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79,0,Not_Canceled
2480,14,2017,9,7,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109.75,1,Not_Canceled
2481,32,2018,5,8,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,Canceled
2482,0,2017,12,22,0,1,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,96,1,Not_Canceled
2483,101,2018,12,8,0,3,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,165.6,1,Not_Canceled
2484,21,2018,11,11,2,2,Meal Plan 1,0,Room_Type 4,2,1,Online,0,0,0,121.2,2,Not_Canceled
2485,3,2017,9,19,1,1,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,120,0,Not_Canceled
2486,141,2018,8,17,2,6,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,139.95,0,Canceled
2487,261,2018,7,27,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,65.49,0,Canceled
2488,226,2018,8,8,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,1,Not_Canceled
2489,1,2018,11,24,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,65.6,0,Not_Canceled
2490,19,2017,10,3,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,111.75,2,Not_Canceled
2491,69,2018,6,27,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,111.9,0,Canceled
2492,4,2018,4,8,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,112.5,1,Not_Canceled
2493,0,2018,1,5,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.3,1,Not_Canceled
2494,40,2018,3,27,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,139.87,1,Canceled
2495,32,2018,5,7,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,Not_Canceled
2496,37,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,105,0,Not_Canceled
2497,163,2017,8,19,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,2,Not_Canceled
2498,83,2018,4,25,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,1,Not_Canceled
2499,56,2018,6,8,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,Not_Canceled
2500,36,2018,10,26,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,129,1,Canceled
2501,147,2018,8,8,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,97.75,0,Canceled
2502,95,2018,11,26,1,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,126,1,Canceled
2503,71,2018,6,14,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,120,0,Not_Canceled
2504,212,2018,9,26,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,129.65,1,Canceled
2505,124,2018,5,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,Not_Canceled
2506,182,2018,8,15,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,112.2,1,Canceled
2507,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
2508,304,2018,11,3,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,89,0,Canceled
2509,88,2018,4,2,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,87.3,0,Canceled
2510,133,2018,10,10,1,0,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,151.2,3,Not_Canceled
2511,43,2018,1,14,0,3,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,86.75,0,Canceled
2512,8,2018,4,26,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,119,1,Not_Canceled
2513,28,2018,12,30,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,141.67,0,Not_Canceled
2514,160,2018,8,22,1,2,Meal Plan 1,1,Room_Type 4,3,0,Online,0,0,0,146.7,0,Canceled
2515,8,2018,2,6,0,1,Meal Plan 1,0,Room_Type 7,1,0,Corporate,0,0,0,101,0,Not_Canceled
2516,100,2018,5,19,1,3,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,136,2,Not_Canceled
2517,7,2018,2,4,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,86,1,Not_Canceled
2518,12,2017,12,5,2,1,Meal Plan 1,0,Room_Type 1,2,1,Offline,0,0,0,64,1,Not_Canceled
2519,61,2018,9,11,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,149.4,1,Not_Canceled
2520,100,2018,9,28,0,4,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,140,1,Not_Canceled
2521,168,2018,4,22,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,Canceled
2522,57,2018,6,10,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75.33,0,Not_Canceled
2523,104,2018,6,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,Canceled
2524,11,2018,4,16,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109.67,2,Not_Canceled
2525,117,2018,12,13,0,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,85,1,Canceled
2526,31,2018,1,2,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,69,0,Not_Canceled
2527,66,2018,4,2,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,89.1,0,Canceled
2528,174,2018,9,4,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,109.65,0,Canceled
2529,60,2017,10,12,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65,1,Not_Canceled
2530,247,2018,6,6,1,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,1,Canceled
2531,26,2018,11,13,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,96.9,1,Canceled
2532,56,2017,9,25,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,185,0,Not_Canceled
2533,26,2018,6,8,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,Not_Canceled
2534,168,2018,4,22,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,Canceled
2535,0,2018,12,7,0,1,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,83.2,1,Not_Canceled
2536,35,2018,12,1,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,74.8,0,Canceled
2537,20,2018,4,4,1,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,89,0,Canceled
2538,6,2018,3,19,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,177,1,Not_Canceled
2539,180,2018,5,2,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,100,1,Not_Canceled
2540,37,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,Not_Canceled
2541,103,2018,3,12,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58,1,Not_Canceled
2542,159,2018,4,9,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70,1,Not_Canceled
2543,96,2018,4,27,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.45,0,Canceled
