,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online
8570,67,2018,3,10,2,3,0,2,0,0,0,0,63.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8571,4,2017,9,2,0,2,0,2,0,0,0,0,73.92,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8572,80,2018,7,20,0,1,0,2,0,0,0,0,105.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8573,7,2018,6,13,1,1,0,1,0,0,0,0,95.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8574,102,2018,5,19,0,3,0,2,0,0,0,0,140.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8575,133,2018,10,21,0,2,0,2,0,0,0,0,110.7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8576,20,2017,9,25,1,2,0,2,0,0,0,0,160.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8577,30,2018,10,6,0,1,0,2,0,0,0,0,97.02,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8578,12,2017,12,19,2,2,0,3,0,0,0,0,85.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8579,94,2018,12,23,0,1,0,2,0,0,0,0,79.2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8580,9,2018,2,3,0,1,0,2,0,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8581,270,2018,4,20,0,4,0,2,0,0,0,0,80.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8582,322,2018,5,19,1,3,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8583,113,2018,5,31,0,3,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8584,0,2018,5,10,0,1,0,3,0,0,0,0,153.15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8585,45,2018,2,25,0,3,0,2,0,0,0,0,80.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8586,107,2018,11,24,0,2,0,2,0,0,0,0,90.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8587,30,2018,12,4,2,0,0,1,0,0,0,0,114.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8588,38,2018,5,13,1,2,0,2,0,0,0,0,140.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8589,208,2017,11,28,2,1,0,2,0,0,0,0,72.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8590,13,2018,1,20,2,8,0,1,0,0,0,0,81.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8591,19,2018,8,11,0,3,0,2,2,0,0,0,231.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8592,24,2017,9,18,1,2,0,2,0,0,0,0,124.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8593,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8594,74,2018,5,2,1,4,0,2,0,0,0,0,90.95,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8595,82,2018,5,22,2,2,0,1,0,0,0,0,109.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8596,5,2018,1,7,0,1,0,2,0,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8597,136,2018,8,26,0,2,0,1,0,0,0,0,90.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8598,18,2018,11,13,2,4,0,2,0,0,0,0,96.9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8599,28,2017,10,5,1,1,0,2,0,0,0,0,70.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8600,128,2018,11,26,1,1,0,2,0,0,0,0,90.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8601,30,2017,10,17,1,1,0,2,0,0,0,0,82.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8602,10,2018,2,27,1,1,0,2,2,0,0,0,173.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8603,273,2017,7,17,0,2,0,1,0,0,0,0,87.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8604,19,2018,2,23,0,2,0,2,0,0,0,0,81.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8605,116,2018,7,12,0,5,0,2,0,0,0,0,109.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8606,11,2018,4,30,1,1,0,2,2,0,0,0,225.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8607,13,2017,10,1,0,3,0,2,0,0,0,0,176.67,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8608,23,2018,12,4,2,0,0,1,0,0,0,0,96.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8609,90,2018,4,21,0,3,0,2,0,0,0,0,78.63,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8610,8,2017,9,1,0,2,0,1,0,0,0,0,73.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8611,116,2018,5,19,1,3,0,2,0,0,0,0,136.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8612,24,2018,12,31,2,1,0,2,0,0,0,0,137.33,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8613,0,2017,7,27,1,2,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8614,190,2018,6,22,1,4,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8615,12,2018,12,12,1,1,0,1,0,0,0,0,79.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8616,107,2018,5,12,2,3,0,2,0,0,0,0,92.28,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8617,159,2018,8,5,0,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8618,174,2018,9,2,2,2,0,2,0,0,0,0,119.85,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8619,102,2017,8,21,0,2,0,2,0,0,0,0,76.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8620,34,2018,10,18,0,4,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8621,55,2018,3,31,0,2,0,1,0,1,0,5,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8622,0,2018,12,21,0,1,0,2,0,0,0,0,98.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8623,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8624,109,2018,8,24,0,4,0,3,0,0,0,0,152.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8625,135,2018,7,5,0,2,0,2,1,0,0,0,126.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8626,4,2018,1,16,1,1,0,2,0,0,0,0,59.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8627,2,2017,12,9,0,1,0,1,0,1,0,1,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8628,80,2017,10,9,0,2,0,1,0,0,0,0,108.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
8629,31,2018,9,27,0,1,0,2,0,0,0,0,126.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8630,107,2018,6,10,0,2,0,2,0,0,0,0,130.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8631,57,2018,4,28,0,2,0,3,0,0,0,0,148.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8632,1,2018,5,17,0,1,0,1,0,1,0,24,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8633,111,2018,8,7,2,3,0,2,2,0,0,0,237.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
8634,174,2018,8,13,2,2,0,2,0,0,0,0,99.45,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8635,166,2018,11,1,0,3,0,1,0,0,0,0,110.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8636,46,2018,3,17,0,3,0,2,0,0,0,0,106.8,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8637,15,2018,2,18,0,3,0,1,0,0,0,0,86.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8638,3,2018,2,2,0,1,0,1,0,0,0,0,79.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8639,60,2017,10,12,1,3,0,2,0,0,0,0,65.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8640,50,2018,12,23,2,2,0,2,2,0,0,0,156.6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8641,0,2018,2,17,0,1,0,2,0,1,0,18,0.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
8642,26,2018,11,11,0,1,0,2,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8643,19,2017,12,5,2,1,1,2,0,0,0,0,122.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8644,99,2018,10,16,2,1,0,2,0,0,0,0,118.8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8645,45,2018,11,19,1,1,0,2,0,0,0,0,93.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8646,115,2018,2,27,2,2,0,1,0,0,0,0,76.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8647,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8648,107,2018,4,30,2,3,0,2,0,0,0,0,99.45,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8649,60,2018,3,12,2,2,0,2,0,0,0,0,63.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8650,197,2018,12,21,1,4,0,2,0,0,0,0,113.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8651,2,2018,11,16,2,6,0,2,0,0,0,0,92.54,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8652,32,2018,7,3,2,2,0,2,1,0,0,0,152.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8653,43,2018,10,12,0,2,0,2,0,0,0,0,139.5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8654,17,2017,10,1,0,3,0,2,0,0,0,0,113.33,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8655,34,2018,4,29,2,2,0,2,2,0,0,0,198.9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8656,222,2018,8,13,2,2,0,2,0,0,0,0,90.95,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8657,1,2018,11,28,1,0,1,2,0,0,0,0,97.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8658,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8659,193,2018,6,20,1,2,0,2,0,0,0,0,120.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8660,22,2017,11,17,0,1,0,1,0,0,0,0,62.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8661,26,2018,5,18,0,1,0,1,0,0,0,0,120.12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8662,243,2017,9,20,2,2,0,1,0,0,0,0,80.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8663,143,2018,9,22,1,3,0,2,0,0,0,0,129.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8664,90,2017,7,7,5,15,0,1,0,0,0,0,48.6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8665,6,2018,3,11,0,2,0,2,1,0,0,0,127.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8666,93,2018,7,12,0,2,0,2,0,0,0,0,94.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8667,11,2017,10,23,2,2,0,2,0,0,0,0,88.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8668,163,2018,12,26,1,2,0,3,0,0,0,0,122.4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8669,20,2018,2,27,1,1,0,2,0,0,0,0,113.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8670,220,2018,10,5,1,4,0,2,0,0,0,0,112.65,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8671,166,2018,7,7,1,3,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8672,98,2018,4,8,0,2,0,2,0,0,0,0,85.6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8673,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8674,0,2017,10,18,1,0,0,1,0,0,0,0,87.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8675,18,2018,3,9,1,4,0,2,0,0,0,0,116.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8676,50,2018,11,18,1,2,0,1,0,0,0,0,86.4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8677,12,2017,8,5,0,3,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8678,85,2017,9,30,0,3,0,2,0,0,0,0,125.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8679,57,2018,12,15,2,4,0,2,0,0,0,0,74.8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8680,231,2018,9,11,2,2,0,2,0,0,0,0,100.3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8681,121,2018,12,15,0,2,0,2,0,0,0,0,79.2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8682,22,2017,12,18,0,1,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8683,151,2018,1,19,0,3,0,1,0,0,0,0,80.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8684,119,2018,8,17,2,8,0,2,0,0,0,0,118.8,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8685,40,2018,6,27,1,2,0,2,2,0,0,0,183.9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8687,37,2018,5,18,0,2,0,1,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8688,54,2018,6,2,0,2,1,2,0,0,0,0,94.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8689,41,2018,4,28,0,3,0,2,0,0,0,0,120.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8690,3,2018,7,4,1,1,0,1,0,1,0,3,79.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8691,162,2018,7,6,0,4,0,3,0,0,0,0,130.05,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8692,205,2018,7,5,2,8,0,1,0,0,0,0,90.95,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8693,133,2018,3,11,1,2,0,2,0,0,0,0,84.33,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8694,57,2018,7,12,0,1,0,2,0,0,0,0,105.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8695,0,2018,5,9,1,0,0,1,0,0,0,0,97.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8696,39,2018,1,9,2,1,0,2,0,0,0,0,114.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
8697,308,2018,11,25,0,2,0,2,0,0,0,0,52.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8698,53,2018,1,24,2,1,0,2,1,0,0,0,60.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8699,107,2018,4,5,0,2,0,1,0,0,0,0,81.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8700,28,2018,4,21,0,2,0,2,0,0,0,0,109.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8701,33,2018,2,23,0,4,0,2,0,0,0,0,61.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8702,94,2018,3,9,0,3,1,2,0,0,0,0,96.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8703,47,2018,4,18,1,1,0,2,0,0,0,0,85.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8704,46,2018,3,13,3,5,0,2,0,0,0,0,96.16,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8705,0,2018,11,30,0,1,0,2,0,0,0,0,73.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8706,36,2018,2,12,1,2,0,2,0,0,0,0,61.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8707,275,2018,6,4,1,1,0,2,0,0,0,0,62.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8708,48,2017,10,19,1,3,0,2,0,0,0,0,94.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8709,70,2018,4,2,2,3,0,2,0,0,0,0,61.56,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8710,3,2018,1,21,0,1,0,1,0,0,0,0,66.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8711,4,2018,2,6,0,1,0,2,0,0,0,0,81.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8712,100,2018,7,3,2,0,0,3,0,0,0,0,146.7,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8713,186,2018,8,2,0,2,0,2,1,0,0,0,121.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8714,76,2018,3,21,1,5,0,2,0,0,0,0,76.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8715,173,2018,3,31,0,3,0,2,0,0,0,0,100.8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8716,0,2018,2,25,0,1,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8717,79,2018,4,4,1,2,0,2,2,0,0,0,162.3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8718,183,2018,7,4,1,3,0,2,0,0,0,0,98.25,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8719,279,2018,10,12,0,3,0,2,0,0,0,0,110.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8720,27,2018,9,25,1,0,0,1,0,0,0,0,104.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8721,1,2018,11,25,2,3,0,2,0,0,0,0,70.82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8722,135,2018,7,17,2,0,0,2,0,0,0,0,127.8,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8723,1,2017,9,9,0,3,0,2,0,0,0,0,152.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8724,377,2018,10,14,0,2,0,2,0,0,0,0,115.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8725,1,2018,5,24,0,1,0,1,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8726,254,2018,9,29,1,3,0,2,0,0,0,0,100.3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8727,54,2018,7,3,2,1,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8728,50,2018,11,2,0,4,0,2,0,0,0,0,141.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8729,162,2018,10,14,2,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8730,34,2018,10,2,2,2,0,1,0,0,0,0,139.5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8731,17,2018,12,10,1,1,0,2,1,0,0,0,80.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8732,27,2017,9,30,0,2,0,2,0,0,0,0,108.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8733,60,2017,9,21,1,1,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8734,36,2018,10,6,0,3,0,2,0,0,0,0,144.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8735,29,2018,9,25,2,1,0,2,0,0,0,0,111.67,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8736,192,2017,8,6,2,3,0,2,0,0,0,0,76.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8737,17,2018,3,17,1,3,0,2,0,0,0,0,97.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8738,0,2017,8,12,0,4,0,2,0,0,0,0,76.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8739,59,2018,11,28,1,3,0,2,0,0,0,0,88.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8740,81,2018,5,21,2,2,0,2,0,0,0,0,132.6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8741,267,2018,9,30,1,2,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8742,35,2018,1,8,2,2,0,2,0,0,0,0,58.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8743,346,2018,9,13,0,2,0,2,0,0,0,0,115.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8744,117,2018,10,29,2,3,0,2,0,0,0,0,122.94,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8745,0,2018,6,20,1,0,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8746,128,2018,10,11,0,5,0,2,0,0,0,0,132.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8747,80,2018,5,2,1,1,0,2,0,0,0,0,126.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8748,143,2018,12,4,2,0,0,2,0,0,0,0,88.69,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8749,104,2018,5,17,0,3,1,2,0,0,0,0,135.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8750,69,2017,12,30,0,4,0,2,0,0,0,0,111.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8751,5,2018,5,3,0,2,0,3,0,0,0,0,177.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8752,1,2018,12,29,0,2,0,3,0,0,0,0,188.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8753,109,2017,12,28,1,3,0,2,0,0,0,0,43.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8754,128,2018,9,16,0,2,0,2,0,0,0,0,100.29,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8755,160,2018,7,18,3,6,0,2,0,0,0,0,97.56,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8756,82,2018,4,26,0,3,0,2,0,0,0,0,90.95,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8757,2,2018,2,8,1,1,0,1,0,0,0,0,75.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8758,69,2018,5,7,2,1,0,2,0,0,0,0,140.4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8759,11,2018,2,5,0,1,1,2,0,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8760,39,2018,2,28,2,2,0,2,0,0,0,0,72.2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8761,61,2018,11,4,1,2,0,2,0,0,0,0,79.2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8762,0,2018,3,21,1,0,0,2,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8763,101,2018,7,9,2,2,0,2,0,0,0,0,68.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8764,184,2018,7,10,1,0,0,2,0,0,0,0,105.3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8765,2,2018,12,28,0,2,0,2,1,0,0,0,142.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8766,1,2018,3,11,0,1,0,1,0,0,0,0,90.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8767,12,2018,5,31,0,1,0,1,0,0,0,0,106.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8768,81,2018,7,3,2,3,0,1,0,0,0,0,103.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8769,91,2018,5,13,0,2,0,2,1,0,0,0,185.85,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8770,63,2018,7,26,0,5,0,2,1,0,0,0,131.75,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8771,4,2017,8,11,0,5,0,2,0,0,0,0,90.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
